customer_id,customer_code,customer_name,email,phone,gender,age_group,city,state,city_tier,is_registered,loyalty_member,avg_monthly_spend_inr,visit_frequency_per_month,registration_date,created_at,updated_at
11804,CUST11804,Ishaan Yadav,NULL,NULL,M,46-55,Kolkata,West Bengal,1,1,1,7620.00,6,2024-07-01,2026-05-30 01:02:25,2026-05-30 01:02:25
11805,CUST11805,Ramesh Pandey,NULL,NULL,M,36-45,Madurai,Tamil Nadu,3,1,0,6140.00,2,2025-04-08,2026-05-30 01:02:25,2026-05-30 01:02:25
11806,CUST11806,Siddharth Das,NULL,NULL,M,36-45,Kolkata,West Bengal,1,1,0,6130.00,6,2023-09-11,2026-05-30 01:02:25,2026-05-30 01:02:25
11807,CUST11807,Harsh Verma,NULL,NULL,M,36-45,Ahmedabad,Gujarat,1,1,0,6230.00,4,2024-06-20,2026-05-30 01:02:25,2026-05-30 01:02:25
11808,CUST11808,Shruti Kapoor,NULL,NULL,F,18-25,Rajkot,Gujarat,2,0,0,2080.00,2,2024-11-07,2026-05-30 01:02:25,2026-05-30 01:02:25
11809,CUST11809,Kavya Saxena,NULL,NULL,F,46-55,Hyderabad,Telangana,1,1,1,7200.00,7,2024-06-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11810,CUST11810,Vinod Reddy,NULL,NULL,M,36-45,Tiruchirappalli,Tamil Nadu,3,1,1,6780.00,6,2023-12-17,2026-05-30 01:02:25,2026-05-30 01:02:25
11811,CUST11811,Rekha Sharma,NULL,NULL,F,18-25,Meerut,Uttar Pradesh,2,0,0,1510.00,2,2025-07-21,2026-05-30 01:02:25,2026-05-30 01:02:25
11812,CUST11812,Ravi Gupta,NULL,NULL,M,26-35,Pune,Maharashtra,1,0,0,2950.00,3,2024-01-01,2026-05-30 01:02:25,2026-05-30 01:02:25
11813,CUST11813,Suresh Kumar,NULL,NULL,M,46-55,Faridabad,Haryana,2,0,0,6410.00,1,2025-02-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11814,CUST11814,Geeta Das,NULL,NULL,F,56-65,Bhubaneswar,Odisha,3,1,1,5490.00,7,2024-08-02,2026-05-30 01:02:25,2026-05-30 01:02:25
11815,CUST11815,Ritvik Jain,NULL,NULL,M,26-35,Tiruchirappalli,Tamil Nadu,3,0,0,3430.00,4,2023-10-25,2026-05-30 01:02:25,2026-05-30 01:02:25
11816,CUST11816,Deepak Mehta,NULL,NULL,M,26-35,Noida,Uttar Pradesh,3,1,1,3740.00,7,2024-05-17,2026-05-30 01:02:25,2026-05-30 01:02:25
11817,CUST11817,Vinod Roy,NULL,NULL,M,56-65,Indore,Madhya Pradesh,2,0,0,4500.00,2,2024-01-08,2026-05-30 01:02:25,2026-05-30 01:02:25
11818,CUST11818,Kiara Bhatia,NULL,NULL,F,26-35,Mumbai,Maharashtra,1,1,1,5400.00,11,2026-01-16,2026-05-30 01:02:25,2026-05-30 01:02:25
11819,CUST11819,Anita Tiwari,NULL,NULL,F,18-25,Ahmedabad,Gujarat,1,1,1,1480.00,4,2026-04-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11820,CUST11820,Prisha Bansal,NULL,NULL,F,18-25,Bengaluru,Karnataka,1,1,1,2320.00,12,2024-01-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11821,CUST11821,Prisha Dubey,NULL,NULL,F,36-45,Kolkata,West Bengal,1,0,0,3820.00,1,2026-01-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11822,CUST11822,Rohan Saxena,NULL,NULL,M,36-45,Mangalore,Karnataka,3,0,0,7080.00,3,2026-04-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11823,CUST11823,Veer Dubey,NULL,NULL,M,18-25,Hyderabad,Telangana,1,1,0,1440.00,3,2023-12-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11824,CUST11824,Tara Pillai,NULL,NULL,F,36-45,Delhi,Delhi,1,0,0,5510.00,2,2025-08-28,2026-05-30 01:02:25,2026-05-30 01:02:25
11825,CUST11825,Aditya Sharma,NULL,NULL,M,18-25,Kolkata,West Bengal,1,1,1,1840.00,6,2024-06-12,2026-05-30 01:02:25,2026-05-30 01:02:25
11826,CUST11826,Meera Pandey,NULL,NULL,F,18-25,Cuttack,Odisha,3,0,0,1420.00,3,2024-04-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11827,CUST11827,Navya Agarwal,NULL,NULL,F,26-35,Ludhiana,Punjab,2,1,1,6070.00,8,2024-08-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11828,CUST11828,Kabir Mehta,NULL,NULL,M,46-55,Bengaluru,Karnataka,1,1,1,6460.00,4,2026-05-07,2026-05-30 01:02:25,2026-05-30 01:02:25
11829,CUST11829,Pari Khan,NULL,NULL,F,36-45,Chennai,Tamil Nadu,1,1,1,10350.00,11,2026-01-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11830,CUST11830,Sita Banerjee,NULL,NULL,F,26-35,Faridabad,Haryana,2,1,1,5860.00,7,2024-11-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11831,CUST11831,Vihaan Mittal,NULL,NULL,M,18-25,Kota,Rajasthan,3,1,0,1750.00,2,2025-02-17,2026-05-30 01:02:25,2026-05-30 01:02:25
11832,CUST11832,Anjali Desai,NULL,NULL,F,36-45,Ludhiana,Punjab,2,1,1,8530.00,5,2024-09-12,2026-05-30 01:02:25,2026-05-30 01:02:25
11833,CUST11833,Meera Mittal,NULL,NULL,F,26-35,Patna,Bihar,2,1,1,4600.00,6,2024-06-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11834,CUST11834,Dhruv Iyer,NULL,NULL,M,18-25,Madurai,Tamil Nadu,3,1,0,1660.00,6,2024-05-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11835,CUST11835,Pari Bhatia,NULL,NULL,F,46-55,Visakhapatnam,Andhra Pradesh,2,1,1,9310.00,11,2024-10-14,2026-05-30 01:02:25,2026-05-30 01:02:25
11836,CUST11836,Anjali Reddy,NULL,NULL,F,56-65,Chennai,Tamil Nadu,1,1,0,3210.00,4,2024-06-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11837,CUST11837,Ramesh Dubey,NULL,NULL,M,56-65,Kolkata,West Bengal,1,1,1,3160.00,6,2024-05-29,2026-05-30 01:02:25,2026-05-30 01:02:25
11838,CUST11838,Vinod Mukherjee,NULL,NULL,M,26-35,Bhubaneswar,Odisha,3,0,0,4230.00,3,2024-11-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11839,CUST11839,Aditya Sinha,NULL,NULL,M,18-25,Delhi,Delhi,1,1,1,2030.00,5,2024-11-20,2026-05-30 01:02:25,2026-05-30 01:02:25
11840,CUST11840,Prisha Kapoor,NULL,NULL,F,26-35,Delhi,Delhi,1,0,0,3460.00,2,2026-01-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11841,CUST11841,Prisha Dubey,NULL,NULL,F,65+,Warangal,Telangana,3,1,1,3760.00,9,2023-09-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11842,CUST11842,Shaurya Rao,NULL,NULL,M,18-25,Lucknow,Uttar Pradesh,2,1,0,1880.00,7,2024-11-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11843,CUST11843,Akash Ghosh,NULL,NULL,M,46-55,Chennai,Tamil Nadu,1,1,1,4450.00,8,2024-01-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11844,CUST11844,Neha Desai,NULL,NULL,F,65+,Kolkata,West Bengal,1,1,1,3030.00,11,2024-08-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11845,CUST11845,Kavita Joshi,NULL,NULL,F,56-65,Amritsar,Punjab,2,0,0,4070.00,1,2024-09-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11846,CUST11846,Sandeep Das,NULL,NULL,M,18-25,Bengaluru,Karnataka,1,1,1,1790.00,4,2025-10-24,2026-05-30 01:02:25,2026-05-30 01:02:25
11847,CUST11847,Rahul Tiwari,NULL,NULL,M,56-65,Dehradun,Uttarakhand,3,1,0,2320.00,3,2025-11-19,2026-05-30 01:02:25,2026-05-30 01:02:25
11848,CUST11848,Kavita Rao,NULL,NULL,F,46-55,Bengaluru,Karnataka,1,1,1,7380.00,12,2025-07-30,2026-05-30 01:02:25,2026-05-30 01:02:25
11849,CUST11849,Pranav Mehta,NULL,NULL,M,46-55,Visakhapatnam,Andhra Pradesh,2,1,1,4630.00,7,2023-10-28,2026-05-30 01:02:25,2026-05-30 01:02:25
11850,CUST11850,Sara Roy,NULL,NULL,F,56-65,Hyderabad,Telangana,1,1,0,2550.00,8,2024-03-07,2026-05-30 01:02:25,2026-05-30 01:02:25
11851,CUST11851,Diya Mukherjee,NULL,NULL,F,26-35,Hyderabad,Telangana,1,1,1,3840.00,11,2025-10-08,2026-05-30 01:02:25,2026-05-30 01:02:25
11852,CUST11852,Pooja Mehta,NULL,NULL,F,26-35,Ludhiana,Punjab,2,0,0,2550.00,3,2024-06-01,2026-05-30 01:02:25,2026-05-30 01:02:25
11853,CUST11853,Anjali Malhotra,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,1,0,4760.00,2,2023-11-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11854,CUST11854,Vivaan Menon,NULL,NULL,M,26-35,Visakhapatnam,Andhra Pradesh,2,1,1,4150.00,12,2025-01-05,2026-05-30 01:02:25,2026-05-30 01:02:25
11855,CUST11855,Pranav Joshi,NULL,NULL,M,36-45,Warangal,Telangana,3,1,1,9580.00,7,2024-05-25,2026-05-30 01:02:25,2026-05-30 01:02:25
11856,CUST11856,Kavita Shah,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,1,1,5640.00,8,2026-01-05,2026-05-30 01:02:25,2026-05-30 01:02:25
11857,CUST11857,Swati Bansal,NULL,NULL,F,18-25,Nagpur,Maharashtra,2,0,0,1760.00,4,2024-12-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11858,CUST11858,Mohan Gupta,NULL,NULL,M,65+,Amritsar,Punjab,2,0,0,2430.00,2,2025-12-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11859,CUST11859,Pranav Choudhary,NULL,NULL,M,18-25,Delhi,Delhi,1,1,1,1480.00,10,2025-09-16,2026-05-30 01:02:25,2026-05-30 01:02:25
11860,CUST11860,Ayaan Yadav,NULL,NULL,M,56-65,Mumbai,Maharashtra,1,1,1,6160.00,11,2024-03-29,2026-05-30 01:02:25,2026-05-30 01:02:25
11861,CUST11861,Amit Nair,NULL,NULL,M,56-65,Patna,Bihar,2,1,0,4470.00,2,2025-11-16,2026-05-30 01:02:25,2026-05-30 01:02:25
11862,CUST11862,Nikhil Saxena,NULL,NULL,O,26-35,Hyderabad,Telangana,1,1,1,6150.00,11,2024-10-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11863,CUST11863,Prisha Reddy,NULL,NULL,F,36-45,Bengaluru,Karnataka,1,0,0,3820.00,3,2025-04-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11864,CUST11864,Akash Saxena,NULL,NULL,M,18-25,Chennai,Tamil Nadu,1,1,0,2040.00,7,2025-10-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11865,CUST11865,Anil Kapoor,NULL,NULL,M,46-55,Rajkot,Gujarat,2,0,0,3350.00,4,2023-09-28,2026-05-30 01:02:25,2026-05-30 01:02:25
11866,CUST11866,Ayaan Kumar,NULL,NULL,M,36-45,Ludhiana,Punjab,2,0,0,6130.00,5,2025-12-24,2026-05-30 01:02:25,2026-05-30 01:02:25
11867,CUST11867,Akash Agarwal,NULL,NULL,M,18-25,Tiruchirappalli,Tamil Nadu,3,1,0,1320.00,8,2024-01-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11868,CUST11868,Aarohi Mittal,NULL,NULL,F,26-35,Chennai,Tamil Nadu,1,1,1,7150.00,4,2024-02-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11869,CUST11869,Ritvik Tiwari,NULL,NULL,M,46-55,Ludhiana,Punjab,2,1,1,8070.00,8,2024-09-05,2026-05-30 01:02:25,2026-05-30 01:02:25
11870,CUST11870,Veer Mukherjee,NULL,NULL,M,46-55,Vijayawada,Andhra Pradesh,3,1,0,6130.00,8,2024-09-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11871,CUST11871,Rohan Agarwal,NULL,NULL,M,36-45,Delhi,Delhi,1,1,0,4200.00,7,2025-09-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11872,CUST11872,Riya Shah,NULL,NULL,F,56-65,Kolkata,West Bengal,1,1,1,4450.00,7,2025-06-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11873,CUST11873,Karan Saxena,NULL,NULL,O,56-65,Patna,Bihar,2,0,0,4310.00,5,2023-09-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11874,CUST11874,Arjun Shah,NULL,NULL,M,56-65,Chennai,Tamil Nadu,1,0,0,2320.00,4,2023-11-11,2026-05-30 01:02:25,2026-05-30 01:02:25
11875,CUST11875,Vihaan Sinha,NULL,NULL,M,56-65,Visakhapatnam,Andhra Pradesh,2,1,1,3860.00,5,2024-07-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11876,CUST11876,Anika Menon,NULL,NULL,F,26-35,Madurai,Tamil Nadu,3,1,1,5330.00,11,2024-11-05,2026-05-30 01:02:25,2026-05-30 01:02:25
11877,CUST11877,Anil Mukherjee,NULL,NULL,M,26-35,Patna,Bihar,2,1,1,5160.00,11,2024-02-11,2026-05-30 01:02:25,2026-05-30 01:02:25
11878,CUST11878,Geeta Chopra,NULL,NULL,F,36-45,Pune,Maharashtra,1,1,1,9210.00,10,2025-02-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11879,CUST11879,Meera Das,NULL,NULL,F,56-65,Pune,Maharashtra,1,1,1,5330.00,11,2023-12-24,2026-05-30 01:02:25,2026-05-30 01:02:25
11880,CUST11880,Manoj Naidu,NULL,NULL,M,36-45,Guwahati,Assam,3,1,0,3810.00,2,2023-09-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11881,CUST11881,Pari Menon,NULL,NULL,F,26-35,Delhi,Delhi,1,1,1,6870.00,9,2025-07-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11882,CUST11882,Harsh Mehta,NULL,NULL,M,36-45,Noida,Uttar Pradesh,3,1,0,3650.00,3,2024-08-09,2026-05-30 01:02:25,2026-05-30 01:02:25
11883,CUST11883,Neha Nair,NULL,NULL,F,36-45,Bhubaneswar,Odisha,3,1,1,9910.00,8,2025-08-02,2026-05-30 01:02:25,2026-05-30 01:02:25
11884,CUST11884,Aadhya Reddy,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,1,1,6240.00,12,2024-12-15,2026-05-30 01:02:25,2026-05-30 01:02:25
11885,CUST11885,Deepak Chatterjee,NULL,NULL,M,46-55,Ahmedabad,Gujarat,1,1,1,4780.00,4,2024-05-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11886,CUST11886,Amit Mehta,NULL,NULL,M,26-35,Kolkata,West Bengal,1,0,0,3170.00,4,2025-12-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11887,CUST11887,Swati Iyer,NULL,NULL,F,18-25,Jaipur,Rajasthan,2,1,1,2830.00,11,2024-12-03,2026-05-30 01:02:25,2026-05-30 01:02:25
11888,CUST11888,Aarohi Naidu,NULL,NULL,F,46-55,Chennai,Tamil Nadu,1,1,1,4430.00,4,2025-10-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11889,CUST11889,Kabir Kumar,NULL,NULL,M,36-45,Indore,Madhya Pradesh,2,1,1,7360.00,12,2024-11-12,2026-05-30 01:02:25,2026-05-30 01:02:25
11890,CUST11890,Rahul Saxena,NULL,NULL,M,46-55,Bengaluru,Karnataka,1,0,0,3960.00,3,2026-02-13,2026-05-30 01:02:25,2026-05-30 01:02:25
11891,CUST11891,Vihaan Mishra,NULL,NULL,M,36-45,Kolkata,West Bengal,1,1,1,10210.00,10,2024-02-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11892,CUST11892,Shruti Sinha,NULL,NULL,F,18-25,Lucknow,Uttar Pradesh,2,1,0,1940.00,2,2023-12-29,2026-05-30 01:02:25,2026-05-30 01:02:25
11893,CUST11893,Manoj Mishra,NULL,NULL,M,36-45,Kolkata,West Bengal,1,0,0,4710.00,3,2023-12-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11894,CUST11894,Pranay Malhotra,NULL,NULL,M,46-55,Vadodara,Gujarat,2,0,0,5030.00,5,2024-02-27,2026-05-30 01:02:25,2026-05-30 01:02:25
11895,CUST11895,Veer Bansal,NULL,NULL,M,18-25,Rajkot,Gujarat,2,1,1,1750.00,5,2025-03-24,2026-05-30 01:02:25,2026-05-30 01:02:25
11896,CUST11896,Kavya Kumar,NULL,NULL,F,36-45,Nagpur,Maharashtra,2,0,0,7360.00,2,2024-07-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11897,CUST11897,Ramesh Chatterjee,NULL,NULL,M,36-45,Mumbai,Maharashtra,1,1,1,9310.00,4,2025-12-13,2026-05-30 01:02:25,2026-05-30 01:02:25
11898,CUST11898,Pari Choudhary,NULL,NULL,F,36-45,Chandigarh,Chandigarh,3,1,1,5760.00,8,2024-04-29,2026-05-30 01:02:25,2026-05-30 01:02:25
11899,CUST11899,Amit Rao,NULL,NULL,M,36-45,Coimbatore,Tamil Nadu,2,1,1,5270.00,8,2025-07-30,2026-05-30 01:02:25,2026-05-30 01:02:25
11900,CUST11900,Karan Malhotra,NULL,NULL,M,46-55,Mumbai,Maharashtra,1,1,1,6420.00,11,2025-10-05,2026-05-30 01:02:25,2026-05-30 01:02:25
11901,CUST11901,Sunita Pandey,NULL,NULL,F,46-55,Vijayawada,Andhra Pradesh,3,1,0,4110.00,8,2025-08-31,2026-05-30 01:02:25,2026-05-30 01:02:25
11902,CUST11902,Radha Rao,NULL,NULL,F,18-25,Delhi,Delhi,1,1,1,2290.00,9,2024-08-18,2026-05-30 01:02:25,2026-05-30 01:02:25
11903,CUST11903,Pranay Joshi,NULL,NULL,M,26-35,Chennai,Tamil Nadu,1,1,1,4810.00,7,2025-03-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11904,CUST11904,Riya Joshi,NULL,NULL,F,26-35,Warangal,Telangana,3,1,0,3280.00,4,2025-10-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11905,CUST11905,Swati Pillai,NULL,NULL,F,46-55,Kolkata,West Bengal,1,1,1,6920.00,10,2024-04-07,2026-05-30 01:02:25,2026-05-30 01:02:25
11906,CUST11906,Navya Patel,NULL,NULL,F,18-25,Hyderabad,Telangana,1,1,0,1200.00,2,2025-09-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11907,CUST11907,Varun Kumar,NULL,NULL,M,36-45,Mumbai,Maharashtra,1,1,0,4330.00,4,2023-09-14,2026-05-30 01:02:25,2026-05-30 01:02:25
11908,CUST11908,Siddharth Menon,NULL,NULL,M,46-55,Rajkot,Gujarat,2,1,1,8350.00,10,2026-01-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11909,CUST11909,Pranav Yadav,NULL,NULL,M,26-35,Nagpur,Maharashtra,2,1,1,6260.00,6,2024-05-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11910,CUST11910,Aditya Dubey,NULL,NULL,M,65+,Patna,Bihar,2,1,0,2040.00,8,2025-06-28,2026-05-30 01:02:25,2026-05-30 01:02:25
11911,CUST11911,Amit Nair,NULL,NULL,M,36-45,Faridabad,Haryana,2,1,0,3560.00,3,2025-04-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11912,CUST11912,Aarav Mishra,NULL,NULL,M,46-55,Kolkata,West Bengal,1,0,0,3880.00,1,2026-03-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11913,CUST11913,Anita Chatterjee,NULL,NULL,F,46-55,Mumbai,Maharashtra,1,1,0,3950.00,5,2025-12-02,2026-05-30 01:02:25,2026-05-30 01:02:25
11914,CUST11914,Rahul Pandey,NULL,NULL,M,26-35,Hyderabad,Telangana,1,1,1,5760.00,8,2024-09-01,2026-05-30 01:02:25,2026-05-30 01:02:25
11915,CUST11915,Radha Mehta,NULL,NULL,F,46-55,Visakhapatnam,Andhra Pradesh,2,0,0,3730.00,1,2024-08-26,2026-05-30 01:02:25,2026-05-30 01:02:25
11916,CUST11916,Navya Bansal,NULL,NULL,F,18-25,Lucknow,Uttar Pradesh,2,0,0,1330.00,1,2025-07-31,2026-05-30 01:02:25,2026-05-30 01:02:25
11917,CUST11917,Sita Saxena,NULL,NULL,F,26-35,Pune,Maharashtra,1,1,1,5530.00,11,2024-10-17,2026-05-30 01:02:25,2026-05-30 01:02:25
11918,CUST11918,Pranav Choudhary,NULL,NULL,M,46-55,Bhubaneswar,Odisha,3,1,0,6740.00,8,2026-04-20,2026-05-30 01:02:25,2026-05-30 01:02:25
11919,CUST11919,Sneha Joshi,NULL,NULL,F,26-35,Chennai,Tamil Nadu,1,1,0,2470.00,2,2025-03-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11920,CUST11920,Ramesh Yadav,NULL,NULL,M,46-55,Kolkata,West Bengal,1,0,0,5730.00,4,2026-04-15,2026-05-30 01:02:25,2026-05-30 01:02:25
11921,CUST11921,Vihaan Das,NULL,NULL,M,26-35,Jaipur,Rajasthan,2,1,1,6390.00,11,2023-11-17,2026-05-30 01:02:25,2026-05-30 01:02:25
11922,CUST11922,Kavita Dubey,NULL,NULL,F,18-25,Rajkot,Gujarat,2,1,0,1490.00,8,2025-01-22,2026-05-30 01:02:25,2026-05-30 01:02:25
11923,CUST11923,Anvi Menon,NULL,NULL,F,26-35,Visakhapatnam,Andhra Pradesh,2,1,1,7160.00,7,2024-07-11,2026-05-30 01:02:25,2026-05-30 01:02:25
11924,CUST11924,Ishaan Tiwari,NULL,NULL,M,26-35,Bhopal,Madhya Pradesh,2,0,0,2570.00,3,2023-10-12,2026-05-30 01:02:25,2026-05-30 01:02:25
11925,CUST11925,Atharv Nair,NULL,NULL,M,36-45,Hyderabad,Telangana,1,1,0,3680.00,6,2024-05-16,2026-05-30 01:02:25,2026-05-30 01:02:25
11926,CUST11926,Nikhil Mishra,NULL,NULL,M,26-35,Kolkata,West Bengal,1,1,0,5210.00,4,2024-02-14,2026-05-30 01:02:25,2026-05-30 01:02:25
11927,CUST11927,Anika Bansal,NULL,NULL,F,36-45,Vadodara,Gujarat,2,0,0,6670.00,4,2023-10-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11928,CUST11928,Karan Jain,NULL,NULL,M,18-25,Ghaziabad,Uttar Pradesh,2,0,0,1870.00,2,2025-10-02,2026-05-30 01:02:25,2026-05-30 01:02:25
11929,CUST11929,Geeta Singh,NULL,NULL,F,56-65,Kanpur,Uttar Pradesh,2,0,0,3720.00,5,2025-06-13,2026-05-30 01:02:25,2026-05-30 01:02:25
11930,CUST11930,Siddharth Chatterjee,NULL,NULL,M,18-25,Chandigarh,Chandigarh,3,1,0,2200.00,2,2026-04-22,2026-05-30 01:02:25,2026-05-30 01:02:25
11931,CUST11931,Sonia Pillai,NULL,NULL,F,36-45,Salem,Tamil Nadu,3,1,0,6680.00,7,2026-01-14,2026-05-30 01:02:25,2026-05-30 01:02:25
11932,CUST11932,Aadhya Desai,NULL,NULL,F,56-65,Cuttack,Odisha,3,1,1,4790.00,5,2024-11-08,2026-05-30 01:02:25,2026-05-30 01:02:25
11933,CUST11933,Anika Mehta,NULL,NULL,F,36-45,Delhi,Delhi,1,1,1,5870.00,4,2025-03-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11934,CUST11934,Pooja Iyer,NULL,NULL,F,46-55,Meerut,Uttar Pradesh,2,1,0,3970.00,2,2025-02-22,2026-05-30 01:02:25,2026-05-30 01:02:25
11935,CUST11935,Veer Yadav,NULL,NULL,M,36-45,Patna,Bihar,2,1,0,5260.00,7,2026-05-20,2026-05-30 01:02:25,2026-05-30 01:02:25
11936,CUST11936,Sonia Kapoor,NULL,NULL,O,26-35,Bhopal,Madhya Pradesh,2,1,1,3770.00,8,2024-08-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11937,CUST11937,Vihaan Verma,NULL,NULL,M,36-45,Ahmedabad,Gujarat,1,0,0,4600.00,4,2025-08-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11938,CUST11938,Sai Gupta,NULL,NULL,M,56-65,Vadodara,Gujarat,2,1,1,5970.00,9,2025-02-11,2026-05-30 01:02:25,2026-05-30 01:02:25
11939,CUST11939,Shruti Kapoor,NULL,NULL,F,36-45,Chennai,Tamil Nadu,1,1,1,7010.00,10,2025-01-29,2026-05-30 01:02:25,2026-05-30 01:02:25
11940,CUST11940,Advik Gupta,NULL,NULL,M,36-45,Patna,Bihar,2,0,0,6330.00,4,2026-05-20,2026-05-30 01:02:25,2026-05-30 01:02:25
11941,CUST11941,Mohan Sinha,NULL,NULL,M,36-45,Kolkata,West Bengal,1,1,1,8980.00,11,2024-10-13,2026-05-30 01:02:25,2026-05-30 01:02:25
11942,CUST11942,Pranay Kapoor,NULL,NULL,M,18-25,Chennai,Tamil Nadu,1,1,0,1740.00,5,2023-11-02,2026-05-30 01:02:25,2026-05-30 01:02:25
11943,CUST11943,Khushi Singh,NULL,NULL,F,36-45,Jaipur,Rajasthan,2,1,1,7340.00,10,2023-11-25,2026-05-30 01:02:25,2026-05-30 01:02:25
11944,CUST11944,Kavya Desai,NULL,NULL,F,36-45,Bengaluru,Karnataka,1,1,1,8930.00,4,2024-04-25,2026-05-30 01:02:25,2026-05-30 01:02:25
11945,CUST11945,Deepak Desai,NULL,NULL,M,26-35,Ghaziabad,Uttar Pradesh,2,1,1,6770.00,6,2026-03-15,2026-05-30 01:02:25,2026-05-30 01:02:25
11946,CUST11946,Neha Sinha,NULL,NULL,F,46-55,Kanpur,Uttar Pradesh,2,1,1,5220.00,12,2026-03-07,2026-05-30 01:02:25,2026-05-30 01:02:25
11947,CUST11947,Riya Pillai,NULL,NULL,F,18-25,Visakhapatnam,Andhra Pradesh,2,1,0,2070.00,4,2025-11-16,2026-05-30 01:02:25,2026-05-30 01:02:25
11948,CUST11948,Asha Singh,NULL,NULL,F,36-45,Chennai,Tamil Nadu,1,1,1,8230.00,9,2024-06-08,2026-05-30 01:02:25,2026-05-30 01:02:25
11949,CUST11949,Avni Naidu,NULL,NULL,O,18-25,Ahmedabad,Gujarat,1,1,1,1740.00,4,2026-05-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11950,CUST11950,Vinod Mishra,NULL,NULL,M,56-65,Bengaluru,Karnataka,1,1,1,3150.00,12,2023-11-04,2026-05-30 01:02:25,2026-05-30 01:02:25
11951,CUST11951,Arjun Agarwal,NULL,NULL,O,46-55,Ghaziabad,Uttar Pradesh,2,1,0,5600.00,3,2024-09-06,2026-05-30 01:02:25,2026-05-30 01:02:25
11952,CUST11952,Ayaan Agarwal,NULL,NULL,M,18-25,Bengaluru,Karnataka,1,1,1,1700.00,4,2025-06-23,2026-05-30 01:02:25,2026-05-30 01:02:25
11953,CUST11953,Reyansh Bhatia,NULL,NULL,M,56-65,Kolkata,West Bengal,1,0,0,2770.00,1,2024-03-10,2026-05-30 01:02:25,2026-05-30 01:02:25
11954,CUST11954,Kabir Gupta,NULL,NULL,M,36-45,Bengaluru,Karnataka,1,0,0,5930.00,3,2026-04-24,2026-05-30 01:02:25,2026-05-30 01:02:25
11955,CUST11955,Meera Iyer,NULL,NULL,F,36-45,Guwahati,Assam,3,1,1,9460.00,10,2024-05-15,2026-05-30 01:02:25,2026-05-30 01:02:25
11956,CUST11956,Rahul Menon,NULL,NULL,M,36-45,Kanpur,Uttar Pradesh,2,1,1,10070.00,8,2024-09-17,2026-05-30 01:02:25,2026-05-30 01:02:25
